"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"VPS41" "OTHER" "1" "VPS41" "S. cerevisiae" "Vacuolar Protein Sorting" "2979" "YDR080W" "S000002487" "ORF"
"PIB2" "OTHER" "1" "PIB2" "S. cerevisiae" "PtdIns(3)p-Binding" "1908" "YGL023C" "S000002991" "ORF"
"HUR1" "OTHER" "1" "HUR1" "S. cerevisiae" "HydroxyUrea Resistance" "333" "YGL168W" "S000003136" "ORF"
"JHD2" "OTHER" "1" "JHD2" "S. cerevisiae" "JmjC domain-containing Histone Demethylase" "2187" "YJR119C" "S000003880" "ORF"
"PEP7" "OTHER" "1" "PEP7" "S. cerevisiae" "carboxyPEPtidase Y-deficient" "1548" "YDR323C" "S000002731" "ORF"
"VPS8" "OTHER" "1" "VPS8" "S. cerevisiae" "Vacuolar Protein Sorting" "3825" "YAL002W" "S000000002" "ORF"
"VPS9" "OTHER" "1" "VPS9" "S. cerevisiae" "Vacuolar Protein Sorting" "1356" "YML097C" "S000004563" "ORF"
"MMS1" "OTHER" "1" "MMS1" "S. cerevisiae" "Methyl MethaneSulfonate sensitivity" "4224" "YPR164W" "S000006368" "ORF"
"GIS4" "OTHER" "1" "GIS4" "S. cerevisiae" "GIg1-2 Suppressor" "2325" "YML006C" "S000004465" "ORF"
"SNF1" "OTHER" "1" "SNF1" "S. cerevisiae" "Sucrose NonFermenting" "1902" "YDR477W" "S000002885" "ORF"
"NPL3" "OTHER" "1" "NPL3" "S. cerevisiae" "Nuclear Protein Localization" "1245" "YDR432W" "S000002840" "ORF"
"SPP1" "OTHER" "1" "SPP1" "S. cerevisiae" "Set1c, Phd finger Protein" "1062" "YPL138C" "S000006059" "ORF"
"NMD2" "OTHER" "1" "NMD2" "S. cerevisiae" "Nonsense-mediated MRNA Decay" "3383" "YHR077C" "S000001119" "ORF"
"LGE1" "OTHER" "1" "LGE1" "S. cerevisiae" "LarGE cells" "999" "YPL055C" "S000005976" "ORF"
"KAP122" "OTHER" "1" "KAP122" "S. cerevisiae" "KAryoPherin" "3246" "YGL016W" "S000002984" "ORF"
"STE5" "OTHER" "1" "STE5" "S. cerevisiae" "STErile" "2754" "YDR103W" "S000002510" "ORF"
"NUP120" "OTHER" "1" "NUP120" "S. cerevisiae" "NUclear Pore" "3114" "YKL057C" "S000001540" "ORF"
"RRM3" "OTHER" "1" "RRM3" "S. cerevisiae" "rDNA Recombination Mutation" "2172" "YHR031C" "S000001073" "ORF"
"MKK2" "OTHER" "1" "MKK2" "S. cerevisiae" "Mitogen-activated Kinase Kinase" "1521" "YPL140C" "S000006061" "ORF"
"HEH2" "OTHER" "1" "HEH2" "S. cerevisiae" "Helix-Extension-Helix domain" "1992" "YDR458C" "S000002866" "ORF"
"APC9" "OTHER" "1" "APC9" "S. cerevisiae" "Anaphase Promoting Complex" "798" "YLR102C" "S000004092" "ORF"
"SIN3" "OTHER" "1" "SIN3" "S. cerevisiae" "Switch INdependent" "4611" "YOL004W" "S000005364" "ORF"
"RFM1" "OTHER" "1" "RFM1" "S. cerevisiae" "Repression Factor of Middle sporulation element" "933" "YOR279C" "S000005805" "ORF"
"JNM1" "OTHER" "1" "JNM1" "S. cerevisiae" "Just Nuclear Migration" "1122" "YMR294W" "S000004908" "ORF"
"HOS3" "OTHER" "1" "HOS3" "S. cerevisiae" "Hda One Similar" "2094" "YPL116W" "S000006037" "ORF"
"RNY1" "OTHER" "1" "RNY1" "S. cerevisiae" "RiboNuclease from Yeast" "1305" "YPL123C" "S000006044" "ORF"
"RCE1" "OTHER" "1" "RCE1" "S. cerevisiae" "Ras and a-factor Converting Enzyme" "948" "YMR274C" "S000004887" "ORF"
"OPI1" "OTHER" "1" "OPI1" "S. cerevisiae" "OverProducer of Inositol" "1215" "YHL020C" "S000001012" "ORF"
"STE14" "OTHER" "1" "STE14" "S. cerevisiae" "STErile" "720" "YDR410C" "S000002818" "ORF"
"OCA5" "OTHER" "1" "OCA5" "S. cerevisiae" "Oxidant-induced Cell-cycle Arrest" "2040" "YHL029C" "S000001021" "ORF"
"DAL81" "OTHER" "1" "DAL81" "S. cerevisiae" "Degradation of Allantoin" "2913" "YIR023W" "S000001462" "ORF"
"YDR266C" "OTHER" "1" "HEL2" "S. cerevisiae" "Histone E3 Ligase" "1920" "YDR266C" "S000002674" "ORF"
"MRC1" "OTHER" "1" "MRC1" "S. cerevisiae" "Mediator of the Replication Checkpoint" "3291" "YCL061C" "S000000566" "ORF"
"NUP170" "OTHER" "1" "NUP170" "S. cerevisiae" "NUclear Pore" "4509" "YBL079W" "S000000175" "ORF"
"HAL9" "OTHER" "1" "HAL9" "S. cerevisiae" "HALotolerance" "3093" "YOL089C" "S000005449" "ORF"
"HFM1" "OTHER" "1" "HFM1" "S. cerevisiae" "Helicase Family Member" "3716" "YGL251C" "S000003220" "ORF"
"PCL6" "OTHER" "1" "PCL6" "S. cerevisiae" "Pho85 CycLin" "1263" "YER059W" "S000000861" "ORF"
"PBA1" "OTHER" "1" "PBA1" "S. cerevisiae" "Proteasome Biogenesis-Associated" "917" "YLR199C" "S000004189" "ORF"
"YMR031C" "OTHER" "1" "EIS1" "S. cerevisiae" "EISosome" "2532" "YMR031C" "S000004633" "ORF"
"SAM1" "OTHER" "1" "SAM1" "S. cerevisiae" "S-AdenosylMethionine requiring" "1149" "YLR180W" "S000004170" "ORF"
"MCM21" "OTHER" "1" "MCM21" "S. cerevisiae" "MiniChromosome Maintenance" "1190" "YDR318W" "S000002726" "ORF"
"ITT1" "OTHER" "1" "ITT1" "S. cerevisiae" "Inhibitor of Translation Termination" "1395" "YML068W" "S000004533" "ORF"
"RTT106" "OTHER" "1" "RTT106" "S. cerevisiae" "Regulator of Ty1 Transposition" "1368" "YNL206C" "S000005150" "ORF"
"TEL1" "OTHER" "1" "TEL1" "S. cerevisiae" "TELomere maintenance" "8364" "YBL088C" "S000000184" "ORF"
"UBC4" "OTHER" "1" "UBC4" "S. cerevisiae" "UBiquitin-Conjugating" "542" "YBR082C" "S000000286" "ORF"
"CLB5" "OTHER" "1" "CLB5" "S. cerevisiae" "CycLin B" "1308" "YPR120C" "S000006324" "ORF"
"RIF1" "OTHER" "1" "RIF1" "S. cerevisiae" "RAP1-Interacting Factor" "5751" "YBR275C" "S000000479" "ORF"
"MSC1" "OTHER" "1" "MSC1" "S. cerevisiae" "Meiotic Sister-Chromatid recombination" "1542" "YML128C" "S000004597" "ORF"
"SAS2" "OTHER" "1" "SAS2" "S. cerevisiae" "Something About Silencing" "1017" "YMR127C" "S000004734" "ORF"
"PAT1" "OTHER" "1" "PAT1" "S. cerevisiae" "Protein Associated with Topoisomerase II" "2391" "YCR077C" "S000000673" "ORF"
"ZAP1" "OTHER" "1" "ZAP1" "S. cerevisiae" "Zinc-responsive Activator Protein" "2643" "YJL056C" "S000003592" "ORF"
"CYCC" "OTHER" "1" "SSN8" "S. cerevisiae" "Suppressor of SNf1" "972" "YNL025C" "S000004970" "ORF"
"VPS8" "OTHER" "1" "VPS8" "S. cerevisiae" "Vacuolar Protein Sorting" "3825" "YAL002W" "S000000002" "ORF"
"BUL1" "OTHER" "1" "BUL1" "S. cerevisiae" "Binds Ubiquitin Ligase" "2931" "YMR275C" "S000004888" "ORF"
"ARX1" "OTHER" "1" "ARX1" "S. cerevisiae" "Associated with Ribosomal eXport complex" "1782" "YDR101C" "S000002508" "ORF"
"JJJ1" "OTHER" "1" "JJJ1" "S. cerevisiae" "J-protein (Type III)" "1773" "YNL227C" "S000005171" "ORF"
"HSC82" "OTHER" "1" "HSC82" "S. cerevisiae" "" "2118" "YMR186W" "S000004798" "ORF"
"SWI4" "OTHER" "1" "SWI4" "S. cerevisiae" "SWItching deficient" "3282" "YER111C" "S000000913" "ORF"
"ELC1" "OTHER" "1" "ELC1" "S. cerevisiae" "ELongin C" "300" "YPL046C" "S000005967" "ORF"
"HDA1" "OTHER" "1" "HDA1" "S. cerevisiae" "Histone DeAcetylase" "2121" "YNL021W" "S000004966" "ORF"
"MBP1" "OTHER" "1" "MBP1" "S. cerevisiae" "MluI-box Binding Protein" "2502" "YDL056W" "S000002214" "ORF"
"RXT2" "OTHER" "1" "RXT2" "S. cerevisiae" "" "1293" "YBR095C" "S000000299" "ORF"
"SLX5" "OTHER" "1" "SLX5" "S. cerevisiae" "Synthetic Lethal of unknown [X] function" "1860" "YDL013W" "S000002171" "ORF"
"IES5" "OTHER" "1" "IES5" "S. cerevisiae" "Ino Eighty Subunit" "378" "YER092W" "S000000894" "ORF"
"RAD50" "OTHER" "1" "RAD50" "S. cerevisiae" "RADiation sensitive" "3939" "YNL250W" "S000005194" "ORF"
"YGR122W" "OTHER" "1" "" "S. cerevisiae" "" "1209" "YGR122W" "S000003354" "ORF"
"SAC3" "OTHER" "1" "SAC3" "S. cerevisiae" "Suppressor of ACtin" "3906" "YDR159W" "S000002566" "ORF"
"SLT2" "OTHER" "1" "SLT2" "S. cerevisiae" "Suppressor of the LyTic phenotype" "1455" "YHR030C" "S000001072" "ORF"
"PDE2" "OTHER" "1" "PDE2" "S. cerevisiae" "PhosphoDiEsterase" "1581" "YOR360C" "S000005887" "ORF"
"FRA2" "OTHER" "1" "BOL2" "S. cerevisiae" "BolA-like protein" "363" "YGL220W" "S000003188" "ORF"
"MET13" "OTHER" "1" "MET13" "S. cerevisiae" "METhionine requiring" "1803" "YGL125W" "S000003093" "ORF"
"RTG3" "OTHER" "1" "RTG3" "S. cerevisiae" "ReTroGrade regulation" "1461" "YBL103C" "S000000199" "ORF"
"PEX12" "OTHER" "1" "PEX12" "S. cerevisiae" "PEroXin" "1200" "YMR026C" "S000004628" "ORF"
"TEC1" "OTHER" "1" "TEC1" "S. cerevisiae" "Transposon Enhancement Control" "1461" "YBR083W" "S000000287" "ORF"
"DIG1" "OTHER" "1" "DIG1" "S. cerevisiae" "Down-regulator of Invasive Growth" "1359" "YPL049C" "S000005970" "ORF"
"ADA2" "OTHER" "1" "ADA2" "S. cerevisiae" "transcriptional ADAptor" "1305" "YDR448W" "S000002856" "ORF"
"WSS1" "OTHER" "1" "WSS1" "S. cerevisiae" "Weak Suppressor of Smt3" "810" "YHR134W" "S000001176" "ORF"
"CTF4" "OTHER" "1" "CTF4" "S. cerevisiae" "Chromosome Transmission Fidelity" "2784" "YPR135W" "S000006339" "ORF"
"SWI6" "OTHER" "1" "SWI6" "S. cerevisiae" "SWItching deficient" "2412" "YLR182W" "S000004172" "ORF"
"INO2" "OTHER" "1" "INO2" "S. cerevisiae" "INOsitol requiring" "915" "YDR123C" "S000002530" "ORF"
"UBP1" "OTHER" "1" "UBP1" "S. cerevisiae" "UBiquitin-specific Protease" "2430" "YDL122W" "S000002280" "ORF"
"ATG10" "OTHER" "1" "ATG10" "S. cerevisiae" "AuTophaGy related" "504" "YLL042C" "S000003965" "ORF"
"RAD23" "OTHER" "1" "RAD23" "S. cerevisiae" "RADiation sensitive" "1197" "YEL037C" "S000000763" "ORF"
"ATG32" "OTHER" "1" "ATG32" "S. cerevisiae" "AuTophaGy related" "1590" "YIL146C" "S000001408" "ORF"
"YPT6" "OTHER" "1" "YPT6" "S. cerevisiae" "Yeast Protein Two" "648" "YLR262C" "S000004252" "ORF"
"ELC1" "OTHER" "1" "ELC1" "S. cerevisiae" "ELongin C" "300" "YPL046C" "S000005967" "ORF"
"CPR6" "OTHER" "1" "CPR6" "S. cerevisiae" "Cyclosporin-sensitive Proline Rotamase" "1116" "YLR216C" "S000004206" "ORF"
"CIN5" "OTHER" "1" "CIN5" "S. cerevisiae" "Chromosome INstability" "888" "YOR028C" "S000005554" "ORF"
"RAD28" "OTHER" "1" "RAD28" "S. cerevisiae" "RADiation sensitive" "1521" "YDR030C" "S000002437" "ORF"
"UBP10" "OTHER" "1" "UBP10" "S. cerevisiae" "UBiquitin-specific Protease" "2379" "YNL186W" "S000005130" "ORF"
"LSM12" "OTHER" "1" "LSM12" "S. cerevisiae" "Like SM" "564" "YHR121W" "S000001163" "ORF"
"FAB1" "OTHER" "1" "FAB1" "S. cerevisiae" "Forms Aploid and Binucleate cells" "6837" "YFR019W" "S000001915" "ORF"
"PLC1" "OTHER" "1" "PLC1" "S. cerevisiae" "PhosphoLipase C" "2610" "YPL268W" "S000006189" "ORF"
"KRH1" "OTHER" "1" "GPB2" "S. cerevisiae" "" "2643" "YAL056W" "S000000052" "ORF"
"ARX1" "OTHER" "1" "ARX1" "S. cerevisiae" "Associated with Ribosomal eXport complex" "1782" "YDR101C" "S000002508" "ORF"
"KIN3" "OTHER" "1" "KIN3" "S. cerevisiae" "protein KINase" "1308" "YAR018C" "S000000071" "ORF"
"FIN1" "OTHER" "1" "FIN1" "S. cerevisiae" "Filaments In between Nuclei" "876" "YDR130C" "S000002537" "ORF"
"STM1" "OTHER" "1" "STM1" "S. cerevisiae" "Suppressor of ToM1" "822" "YLR150W" "S000004140" "ORF"
"RIM1" "OTHER" "1" "RIM1" "S. cerevisiae" "Replication In Mitochondria" "491" "YCR028C-A" "S000007222" "ORF"
"YAF9" "OTHER" "1" "YAF9" "S. cerevisiae" "Yeast homolog of the human leukemogenic protein AF9" "681" "YNL107W" "S000005051" "ORF"
"CPR6" "OTHER" "1" "CPR6" "S. cerevisiae" "Cyclosporin-sensitive Proline Rotamase" "1116" "YLR216C" "S000004206" "ORF"
"SLX5" "OTHER" "1" "SLX5" "S. cerevisiae" "Synthetic Lethal of unknown [X] function" "1860" "YDL013W" "S000002171" "ORF"
"CIN5" "OTHER" "1" "CIN5" "S. cerevisiae" "Chromosome INstability" "888" "YOR028C" "S000005554" "ORF"
"MEI5" "OTHER" "1" "MEI5" "S. cerevisiae" "MEIosis" "669" "YPL121C" "S000006042" "ORF"
"KAP120" "OTHER" "1" "KAP120" "S. cerevisiae" "KAryoPherin" "3099" "YPL125W" "S000006046" "ORF"
"VPS1" "OTHER" "1" "VPS1" "S. cerevisiae" "Vacuolar Protein Sorting" "2115" "YKR001C" "S000001709" "ORF"
"IES2" "OTHER" "1" "IES2" "S. cerevisiae" "Ino Eighty Subunit" "963" "YNL215W" "S000005159" "ORF"
"FUS3" "OTHER" "1" "FUS3" "S. cerevisiae" "cell FUSion" "1062" "YBL016W" "S000000112" "ORF"
"ELP6" "OTHER" "1" "ELP6" "S. cerevisiae" "ELongator Protein" "822" "YMR312W" "S000004929" "ORF"
"SWI6" "OTHER" "1" "SWI6" "S. cerevisiae" "SWItching deficient" "2412" "YLR182W" "S000004172" "ORF"
"PEX12" "OTHER" "1" "PEX12" "S. cerevisiae" "PEroXin" "1200" "YMR026C" "S000004628" "ORF"
"GSY1" "OTHER" "1" "GSY1" "S. cerevisiae" "Glycogen SYnthase" "2127" "YFR015C" "S000001911" "ORF"
"YKU80" "OTHER" "1" "YKU80" "S. cerevisiae" "Yeast KU protein" "1890" "YMR106C" "S000004712" "ORF"
"DIG1" "OTHER" "1" "DIG1" "S. cerevisiae" "Down-regulator of Invasive Growth" "1359" "YPL049C" "S000005970" "ORF"
"KKQ8" "OTHER" "1" "KKQ8" "S. cerevisiae" "" "2175" "YKL168C" "S000001651" "ORF"
"ELP6" "OTHER" "1" "ELP6" "S. cerevisiae" "ELongator Protein" "822" "YMR312W" "S000004929" "ORF"
"YGR122W" "OTHER" "1" "" "S. cerevisiae" "" "1209" "YGR122W" "S000003354" "ORF"
"MKS1" "OTHER" "1" "MKS1" "S. cerevisiae" "Multicopy Kinase Suppressor" "1755" "YNL076W" "S000005020" "ORF"
"RXT2" "OTHER" "1" "RXT2" "S. cerevisiae" "" "1293" "YBR095C" "S000000299" "ORF"
"TEC1" "OTHER" "1" "TEC1" "S. cerevisiae" "Transposon Enhancement Control" "1461" "YBR083W" "S000000287" "ORF"
"LEM3" "OTHER" "1" "LEM3" "S. cerevisiae" "Ligand-Effect Modulator" "1245" "YNL323W" "S000005267" "ORF"
"STE20" "OTHER" "1" "STE20" "S. cerevisiae" "STErile" "2820" "YHL007C" "S000000999" "ORF"
"BUL1" "OTHER" "1" "BUL1" "S. cerevisiae" "Binds Ubiquitin Ligase" "2931" "YMR275C" "S000004888" "ORF"
"JNM1" "OTHER" "1" "JNM1" "S. cerevisiae" "Just Nuclear Migration" "1122" "YMR294W" "S000004908" "ORF"
"SPP1" "OTHER" "1" "SPP1" "S. cerevisiae" "Set1c, Phd finger Protein" "1062" "YPL138C" "S000006059" "ORF"
"YLR352W" "OTHER" "1" "LUG1" "S. cerevisiae" "Lets [URE3]/ure2 Grow" "2424" "YLR352W" "S000004344" "ORF"
"JHD2" "OTHER" "1" "JHD2" "S. cerevisiae" "JmjC domain-containing Histone Demethylase" "2187" "YJR119C" "S000003880" "ORF"
"RFX1" "OTHER" "1" "RFX1" "S. cerevisiae" "Regulatory Factor X" "2436" "YLR176C" "S000004166" "ORF"
"IES6" "OTHER" "1" "IES6" "S. cerevisiae" "Ino Eighty Subunit" "501" "YEL044W" "S000000770" "ORF"
"EFG1" "OTHER" "1" "EFG1" "S. cerevisiae" "Exit From G1" "702" "YGR271C-A" "S000007608" "ORF"
"VPS3" "OTHER" "1" "VPS3" "S. cerevisiae" "Vacuolar Protein Sorting" "3036" "YDR495C" "S000002903" "ORF"
"SUM1" "OTHER" "1" "SUM1" "S. cerevisiae" "SUppresor of Mar1-1" "3189" "YDR310C" "S000002718" "ORF"
"PTC4" "OTHER" "1" "PTC4" "S. cerevisiae" "Phosphatase Two C" "1182" "YBR125C" "S000000329" "ORF"
"IES1" "OTHER" "1" "IES1" "S. cerevisiae" "Ino Eighty Subunit" "2079" "YFL013C" "S000001881" "ORF"
"YPT7" "OTHER" "1" "YPT7" "S. cerevisiae" "Yeast Protein Two" "627" "YML001W" "S000004460" "ORF"
"RPA14" "OTHER" "1" "RPA14" "S. cerevisiae" "RNA Polymerase A" "414" "YDR156W" "S000002563" "ORF"
"UBC7" "OTHER" "1" "UBC7" "S. cerevisiae" "UBiquitin-Conjugating enzyme" "498" "YMR022W" "S000004624" "ORF"
"SNT309" "OTHER" "1" "SNT309" "S. cerevisiae" "Synthetic lethal to prp NineTeen mutation" "528" "YPR101W" "S000006305" "ORF"
"ITT1" "OTHER" "1" "ITT1" "S. cerevisiae" "Inhibitor of Translation Termination" "1395" "YML068W" "S000004533" "ORF"
"DHH1" "OTHER" "1" "DHH1" "S. cerevisiae" "DEAD box Helicase Homolog" "1521" "YDL160C" "S000002319" "ORF"
"KAP122" "OTHER" "1" "KAP122" "S. cerevisiae" "KAryoPherin" "3246" "YGL016W" "S000002984" "ORF"
"DCS1" "OTHER" "1" "DCS1" "S. cerevisiae" "DeCapping Scavenger" "1053" "YLR270W" "S000004260" "ORF"
"RPS21A" "OTHER" "1" "RPS21A" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "586" "YKR057W" "S000001765" "ORF"
"PUS1" "OTHER" "1" "PUS1" "S. cerevisiae" "PseudoUridine Synthase" "1635" "YPL212C" "S000006133" "ORF"
"RRM3" "OTHER" "1" "RRM3" "S. cerevisiae" "rDNA Recombination Mutation" "2172" "YHR031C" "S000001073" "ORF"
"IRS4" "OTHER" "1" "IRS4" "S. cerevisiae" "Increased rDNA Silencing" "1848" "YKR019C" "S000001727" "ORF"
"TIF2" "OTHER" "1" "TIF2" "S. cerevisiae" "Translation Initiation Factor" "1188" "YJL138C" "S000003674" "ORF"
"RAD6" "OTHER" "1" "RAD6" "S. cerevisiae" "RADiation sensitive" "519" "YGL058W" "S000003026" "ORF"
"LOS1" "OTHER" "1" "LOS1" "S. cerevisiae" "Loss Of Suppression" "3303" "YKL205W" "S000001688" "ORF"
"DBR1" "OTHER" "1" "DBR1" "S. cerevisiae" "DeBRanching" "1218" "YKL149C" "S000001632" "ORF"
"TUP1" "OTHER" "1" "TUP1" "S. cerevisiae" "dTMP-UPtake" "2142" "YCR084C" "S000000680" "ORF"
"VPS41" "OTHER" "1" "VPS41" "S. cerevisiae" "Vacuolar Protein Sorting" "2979" "YDR080W" "S000002487" "ORF"
"SBP1" "OTHER" "1" "SBP1" "S. cerevisiae" "" "885" "YHL034C" "S000001026" "ORF"
"ECM30" "OTHER" "1" "ECM30" "S. cerevisiae" "ExtraCellular Mutant" "3825" "YLR436C" "S000004428" "ORF"
"ASE1" "OTHER" "1" "ASE1" "S. cerevisiae" "Anaphase Spindle Elongation" "2658" "YOR058C" "S000005584" "ORF"
"UPF3" "OTHER" "1" "UPF3" "S. cerevisiae" "UP Frameshift" "1164" "YGR072W" "S000003304" "ORF"
"DDR48" "OTHER" "1" "DDR48" "S. cerevisiae" "DNA Damage Responsive" "1293" "YMR173W" "S000004784" "ORF"
"SIF2" "OTHER" "1" "SIF2" "S. cerevisiae" "Sir4p-Interacting Factor" "1608" "YBR103W" "S000000307" "ORF"
"PUS9" "OTHER" "1" "PUS9" "S. cerevisiae" "PseudoUridine Synthase" "1389" "YDL036C" "S000002194" "ORF"
"BRE5" "OTHER" "1" "BRE5" "S. cerevisiae" "BREfeldin A sensitivity" "1548" "YNR051C" "S000005334" "ORF"
"ADA2" "OTHER" "1" "ADA2" "S. cerevisiae" "transcriptional ADAptor" "1305" "YDR448W" "S000002856" "ORF"
"TOM1" "OTHER" "1" "TOM1" "S. cerevisiae" "Temperature dependent Organization in Mitotic nucleus or Trigger Of Mitosis" "9807" "YDR457W" "S000002865" "ORF"
"RTS1" "OTHER" "1" "RTS1" "S. cerevisiae" "Rox Three Suppressor" "2274" "YOR014W" "S000005540" "ORF"
"SAP190" "OTHER" "1" "SAP190" "S. cerevisiae" "Sit4 Associated Protein" "3102" "YKR028W" "S000001736" "ORF"
"REG1" "OTHER" "1" "REG1" "S. cerevisiae" "REsistance to Glucose repression" "3045" "YDR028C" "S000002435" "ORF"
"PPT1" "OTHER" "1" "PPT1" "S. cerevisiae" "Protein Phosphatase T" "1542" "YGR123C" "S000003355" "ORF"
"SMI1" "OTHER" "1" "SMI1" "S. cerevisiae" "Suppressor of MAR Inhibitor" "1518" "YGR229C" "S000003461" "ORF"
"SIW14" "OTHER" "1" "SIW14" "S. cerevisiae" "Synthetic Interaction with Whi2" "846" "YNL032W" "S000004977" "ORF"
"YLH47" "OTHER" "1" "YLH47" "S. cerevisiae" "Yeast LETM1 Homolog of 47 kD" "1365" "YPR125W" "S000006329" "ORF"
"HSC82" "OTHER" "1" "HSC82" "S. cerevisiae" "" "2118" "YMR186W" "S000004798" "ORF"
"GAT2" "OTHER" "1" "GAT2" "S. cerevisiae" "" "1683" "YMR136W" "S000004744" "ORF"
"CAF17" "OTHER" "1" "IBA57" "S. cerevisiae" "Iron-sulfur cluster assembly factor for Biotin synthase and Aconitase-like mitochondrial proteins" "1494" "YJR122W" "S000003883" "ORF"
"RFM1" "OTHER" "1" "RFM1" "S. cerevisiae" "Repression Factor of Middle sporulation element" "933" "YOR279C" "S000005805" "ORF"
"PLC1" "OTHER" "1" "PLC1" "S. cerevisiae" "PhosphoLipase C" "2610" "YPL268W" "S000006189" "ORF"
"RAD28" "OTHER" "1" "RAD28" "S. cerevisiae" "RADiation sensitive" "1521" "YDR030C" "S000002437" "ORF"
"SDS3" "OTHER" "1" "SDS3" "S. cerevisiae" "Suppressor of Defective Silencing" "984" "YIL084C" "S000001346" "ORF"
"CKB2" "OTHER" "1" "CKB2" "S. cerevisiae" "Casein Kinase Beta' subunit" "777" "YOR039W" "S000005565" "ORF"
"LEU3" "OTHER" "1" "LEU3" "S. cerevisiae" "LEUcine biosynthesis" "2661" "YLR451W" "S000004443" "ORF"
"TUB3" "OTHER" "1" "TUB3" "S. cerevisiae" "TUBulin" "1636" "YML124C" "S000004593" "ORF"
"KEM1" "OTHER" "1" "XRN1" "S. cerevisiae" "eXoRiboNuclease" "4587" "YGL173C" "S000003141" "ORF"
"SIT4" "OTHER" "1" "SIT4" "S. cerevisiae" "Suppressor of Initiation of Transcription" "936" "YDL047W" "S000002205" "ORF"
"APC9" "OTHER" "1" "APC9" "S. cerevisiae" "Anaphase Promoting Complex" "798" "YLR102C" "S000004092" "ORF"
"NEW1" "OTHER" "1" "NEW1" "S. cerevisiae" "Nu+" "3591" "YPL226W" "S000006147" "ORF"
"NUP120" "OTHER" "1" "NUP120" "S. cerevisiae" "NUclear Pore" "3114" "YKL057C" "S000001540" "ORF"
"RIC1" "OTHER" "1" "RIC1" "S. cerevisiae" "RIbosome Control" "3171" "YLR039C" "S000004029" "ORF"
"WSS1" "OTHER" "1" "WSS1" "S. cerevisiae" "Weak Suppressor of Smt3" "810" "YHR134W" "S000001176" "ORF"
"CKA1" "OTHER" "1" "CKA1" "S. cerevisiae" "Casein Kinase Alpha subunit" "1119" "YIL035C" "S000001297" "ORF"
"HDA1" "OTHER" "1" "HDA1" "S. cerevisiae" "Histone DeAcetylase" "2121" "YNL021W" "S000004966" "ORF"
"SFP1" "OTHER" "1" "SFP1" "S. cerevisiae" "Split Finger Protein" "2052" "YLR403W" "S000004395" "ORF"
"MMS1" "OTHER" "1" "MMS1" "S. cerevisiae" "Methyl MethaneSulfonate sensitivity" "4224" "YPR164W" "S000006368" "ORF"
"LGE1" "OTHER" "1" "LGE1" "S. cerevisiae" "LarGE cells" "999" "YPL055C" "S000005976" "ORF"
"RAD55" "OTHER" "1" "RAD55" "S. cerevisiae" "RADiation sensitive" "1221" "YDR076W" "S000002483" "ORF"
"PRE9" "OTHER" "1" "PRE9" "S. cerevisiae" "PRoteinase yscE" "777" "YGR135W" "S000003367" "ORF"
"RTG1" "OTHER" "1" "RTG1" "S. cerevisiae" "ReTroGrade regulation" "534" "YOL067C" "S000005428" "ORF"
"YKL161C" "OTHER" "1" "KDX1" "S. cerevisiae" "Kinase Dead X-talker" "1302" "YKL161C" "S000001644" "ORF"
"UPF3" "OTHER" "1" "UPF3" "S. cerevisiae" "UP Frameshift" "1164" "YGR072W" "S000003304" "ORF"
"URM1" "OTHER" "1" "URM1" "S. cerevisiae" "Ubiquitin Related Modifier" "300" "YIL008W" "S000001270" "ORF"
"MRT4" "OTHER" "1" "MRT4" "S. cerevisiae" "mRNA Turnover 4" "711" "YKL009W" "S000001492" "ORF"
"STE11" "OTHER" "1" "STE11" "S. cerevisiae" "STErile" "2154" "YLR362W" "S000004354" "ORF"
"VPS27" "OTHER" "1" "VPS27" "S. cerevisiae" "Vacuolar Protein Sorting" "1869" "YNR006W" "S000005289" "ORF"
"PIF1" "OTHER" "1" "PIF1" "S. cerevisiae" "Petite Integration Frequency" "2580" "YML061C" "S000004526" "ORF"
"POC4" "OTHER" "1" "POC4" "S. cerevisiae" "PrOteasome Chaperone" "447" "YPL144W" "S000006065" "ORF"
"IPK1" "OTHER" "1" "IPK1" "S. cerevisiae" "Inositol Polyphosphate Kinase" "846" "YDR315C" "S000002723" "ORF"
"PBS2" "OTHER" "1" "PBS2" "S. cerevisiae" "Polymyxin B Sensitivity" "2007" "YJL128C" "S000003664" "ORF"
"SHR5" "OTHER" "1" "SHR5" "S. cerevisiae" "Suppressor of Hyperactive Ras" "714" "YOL110W" "S000005470" "ORF"
"YLH47" "OTHER" "1" "YLH47" "S. cerevisiae" "Yeast LETM1 Homolog of 47 kD" "1365" "YPR125W" "S000006329" "ORF"
"MDM30" "OTHER" "1" "MDM30" "S. cerevisiae" "Mitochondrial Distribution and Morphology" "1797" "YLR368W" "S000004360" "ORF"
"IKI3" "OTHER" "1" "IKI3" "S. cerevisiae" "Insensitive to KIller toxin" "4050" "YLR384C" "S000004376" "ORF"
"SWC3" "OTHER" "1" "SWC3" "S. cerevisiae" "SWr Complex" "1878" "YAL011W" "S000000009" "ORF"
"HMO1" "OTHER" "1" "HMO1" "S. cerevisiae" "High MObility group (HMG) family" "741" "YDR174W" "S000002581" "ORF"
